original_name,pinyin_name,new_filename,mass_kg
left_front_calf\2026飞卡轮腿 - left_front_calf-1 轮腿大腿-1.STL,2026_fei_ka_lun_tui____left_front_calf_1__lun_tui_da_tui__1,2026_fei_ka_lun_tui____left_front_calf_1__lun_tui_da_tui__1.stl,0.0124
