original_name,pinyin_name,new_filename,mass_kg
right_front_calf\2026飞卡轮腿 - right_front_calf-1 轮腿大腿-1.STL,2026_fei_ka_lun_tui____right_front_calf_1__lun_tui_da_tui__1,2026_fei_ka_lun_tui____right_front_calf_1__lun_tui_da_tui__1.stl,0.0124
