original_name,pinyin_name,new_filename,mass_kg
right_front_thigh\2026飞卡轮腿 - right_front_thigh-1 轮腿小腿-1.STL,2026_fei_ka_lun_tui____right_front_thigh_1__lun_tui_xiao_tui__1,2026_fei_ka_lun_tui____right_front_thigh_1__lun_tui_xiao_tui__1.stl,0.0091
